product_category_name,review_comment_message,label
housewares,Coisa simples + mto lindu... Preço bom tdo maravilhoso.. principalmente as lojas lannister por sua capacidade de responsabilidade na entrega antes do prazo.... Parabéns lojas lannister,1
housewares,"Não posso culpar a loja, porém é deprimente não receber até o momento a encomenda por culpa dos CORREIOS. ",1
housewares,A entrega mais uma vez ocorreu antes do prazo e o produto e otimo,1
housewares,Muito bom entregue bem antes do prazo pefeiro recomendo ,1
housewares,"Bom dia, fiz várias compras pelo site e até agora foi o único produto que não foi entregue.",1
housewares,me surpreendi com a qualidade. recomendo,1
housewares,Tudo perfeito.,1
housewares,"MUITO BOM, JÁ USEI E DEU CERTO O PRODUTO",1
housewares,Provável motivo - paralisação dos transportes,1
housewares,Ainda não recebemos o produto,1
housewares,Ótimo custo benefício!! Super fácil de montar. Pareceu frágil mas até agora está cumprindo o que promete.,1
housewares,"Produto entregue mal embalado, sem descrição de frágil, os copos chegaram todos quebrados, aos cacos, estou tentando resolução pelo site e telefone baratheon sem resposta.",1
housewares,"Srs, efetuei a compra de 2 produtos, entregaram apenas a Varredoura Feiticeira Mod. Compact Plus, sendo que o parceiro foi a targaryen, e o pior é que consta no site lannister como entregue os 2 produtos",1
housewares,Super recomendo,1
housewares,Produto de ótima qualidade e entrega perfeita.,1
housewares,fiz duas compras no mesmo dia um travesseiro e uma vassoura o travesseiro chegou antes do prazo a vassoura que a entrega é pelos correio não chegou ate agora o correio não tem responsabilidade ,1
housewares,"Super recomendo comprar nas lannister, todas as minhas compras chegam no prazo correto, quando não chegam antes 👏🏻👏🏻👏🏻",1
housewares,"Não recomendo esse produto, pois o acabamento do produto não é bom,a parte do alumínio é arranhado.Quero devolver o produto pelo site no prazo, mas o site não está me dando a opção de devolução",1
housewares,"chegou muito rapido, produto de acordo com a descrição.",1
housewares,"RECEBI SOMENTE UMA MAQUINA DE MOER CARNE SENDO QUE COMPREI DUAS 
GOSTARIA DE SABER O PORQUE NÃO VEIO A SEGUNDA? O CARRINHO QUE COMPREI TAMBEM NÃO CHEGOU ",1
housewares,Veio procuro diferente por isso estou cancelando e pedindo devolução do dinheiro ,1
housewares,"Gosto muito de comprar online pela lojas lannister sempre com um atendimento excelente nota 10.saudações. 
",1
housewares,"Eu gostaria de saber se esta mercadoria está nos correios ou se vou receber ainda, pois o mesmo já foi pago e o prazo de entrega já passou.
Oque eu tenho que fazer para que para obter o produto?
",1
housewares,"Adorei o produto, usei minha pipoqueira hoje para fazer pipoca de leite ninho e chocolate a tampa não tem um cabo firme por isso tenho que mexer com calma por que o vapor é muito quente se abrir queim",1
housewares,Produto muito útil e ótima qualidade,1
housewares, Produto de otima qualidade e muito bonita. Parabens. Chegou um mes antes do prazo.,1
housewares,Produto chegou no prazo e em perfeito estado. Corresponde ao que foi informado no site.,1
housewares,eu comprei as suas panelas juntas e só veio uma panela ,1
housewares,Recebido no prazo e conforme especificações. Recomendo.,1
housewares,Muito boa.,1
housewares,A vedação é fraca e vaza. Não recomendo. ,1
housewares,"Sendo um produto de cerâmica, é frágil. Ao desembalar, já apresentava sinal de batida e trincas. Pedi devolução e estou aguardando contato. Necessário, além do plástico bolha, espuma na embalagem.",1
housewares,ja faz um mes que fiz meu oedido um conjunto de potes de cozinha de aluminio(5) branco de bolas pretasme ate agora não recebi.quero saber qual a providençia que essa empresa ira tomar,1
housewares,veio certinho.,1
housewares,o produto era pra ter cegado até dia 18 e não chegou,1
housewares,"adorei o produto , Boa qualidade , a entrega foi feita antes do prazo. estou muito satisfeita e comprarei de novo com certeza. ",1
housewares,Maravilhoso acabei de adquirir mais espaço em meu armário!,1
housewares,Lindo amei...perfeito,1
housewares,Amercicanas precisa ter cuidado com essa estratégia de vender por parceiros. Estou com uma pendência há 3 meses no SAC de vocês e amercicanas não consegue resolver ,1
housewares,"Entrega super rapida, produto excelente! ",1
housewares,excelente produto!,1
housewares,com certeza volto a comprar ,1
housewares,"Recebi o produto correto, sem demora
 e recomendo",1
housewares,Na caixa vem explicando como fazer para utilizar a garrafa. Eu fiz chá com água fervendo às 7h e quando fui tomar às 13h ainda estava quase fervendo. Até umas 19h a temperatura ainda estava bem quente,1
housewares,"Produto veio com defeito, não abre e fecha, esta travado.",1
housewares,"Produto bom, entrega precisa!",1
housewares,Recebi o produto antes do prazo que me deram e veio igual ao anunciado,1
housewares,Sem palavras,1
housewares,"Simplesmente assim, uma taca veio quebrada, tentei ver a substituição e o produto náo está mais disponível e pronto. Nao quero ficar sem 5 tacas, so quero receber uma pela quebrada.",1
housewares,Ótima rápida na entrega OBRIGADO ,1
housewares,Atendeu as expectativas. Demorou um pouco.,1
housewares,"ótimo pra limpar a casa e da brilho e muito bom deixa o chão limpo e perfuma e brilhoso muito bom eu recomendo para as dona de casa e acaba a faxina mais rápido
",1
housewares,4,1
housewares,gosyei muito,1
housewares,Entrega rápida ,1
housewares,A bolsa de cozimento rápido não foi entregue e no site consta q foi enviado os dois produtos!,1
housewares,o produto chegou perfeito e na data correta,1
housewares,Agradeço pelo comprometimento da empresa. Produto entregue no prazo com responsabilidade. ,1
housewares,"Comprei duas torres de cerveja, a transportadora só me entregou uma embalagem e que só tinha uma torre dentro, estou muito insatisfeita!",1
housewares,"por enquanto tudo bem com o produto, nada a reclamar.",1
housewares,recomendo pra todos,1
housewares,o produto recebido veio errado,1
housewares,"Excelente produto, entrega antes do prazo.
Recomendo ",1
housewares,otimo,1
housewares,"Devo ter equivocado quanto ao tipo de aluminio da mesma. esperava um e chegou outro tipo.
Mas nada a reclamar além disso.",1
housewares,"Chegou antes do prazo, o material não é de tão boa qualidade na questão de acabamentos, mas no mais é ótimo",1
housewares,Era a panela de pipoca vermelha não sinza,1
housewares,tudo de bom,1
housewares,"CHEGOU, NO PRAZO CERTO, TUDO CERTINHO.",1
housewares,"O produto é totalmente de má qualidade, as ""bolinhas"" são na verdade adesivos de papel, e as latas vem completamente preta por dentro, podiam ser limpas pelo menos.",1
housewares,Um verdadeiro descaso com o cliente. Mandei e-mail duas vezes para a loja e até agora não recebi nenhuma resposta. Nem telefone para contato é fornecido! Não recomendo nada que vem dessa loja.,1
housewares,Cancelei a compra por não ter recebido o produto,1
housewares,Eu coprei seis como veio na nf porem so chegaram 4,1
housewares,"Produto de péssima qualidade, o teflon solta com muita facilidade na hora de cozinhar, são extremamente finas, em uma simples lavagem de louças você consegue amassar as panelas, não recomendo",1
housewares,Satisfeito,1
housewares,So foi entregue 1 e foi comprado 2,1
housewares,"Adorei. Ja tive uma anos atraz que se gastou.
Esta é antiaderente. Vai facilitar muito.",1
housewares,"Produto entregue antes do prazo. 
",1
housewares,"Produto muito fraco, não recomendaria a ninguem.",1
housewares,Recebi só a fruteira e nao recebi o cesto,1
housewares,"não recomendo, não recebi o produto que comprei mandaram outro produto e ninguém resolve, um lixo de loja, não comprem, um desrespeito com o consumidor eu nunca mais vou comprar nesta loja.",1
housewares,"Não houve contratempos, tudo estava nos conformes. Muito obrigada Stela Borges
",1
housewares,Comprei facas de presente prometi. Minha esposa nao pude entregar.,1
housewares,Material de excelente qualidade! ,1
housewares,Foi entregue . Perfeito. ,1
housewares,"Mercadoria uma porcaria, propaganda enganosa, não comprem.",1
housewares,Ótimo ,1
housewares,recebi no prazo e conforme anuncio,1
housewares,A entrega foi feita na casa de uma vizinha e o correio nao avisou.,1
housewares,Ótimo produto.chegou dentro do prazo. ,1
housewares,aguardo entrega do produto,1
housewares,recomendo,1
housewares,"Recebi somente a chaleira, faltou a lixeira",1
housewares,"Ótimo produto entrega dentro do prazo empresa confiável.

Grato!",1
housewares,As franjas são curtas e o Cabo não para esticado se apertar a rosca plastica depois não consegue desenroscar .Não gostei não recomendo . Mirley,1
housewares,Não é a primeira vez que compro sempre é entregue antes do prazo muito bom.,1
housewares,"Gostei, repetirei outros pedidos",1
housewares,GOSTEI OTIMO PRODUTO.,1
housewares,"Muito bom, estou muito satisfeito ",1
housewares,otima,1
housewares,mercadoria boa,1
housewares,loja muito eficiente produto com boa qualidade ,1
housewares,"Tudo certo, produto e entrega, excelente.",1
housewares,Um dos marcadores veio faltando as 4 peças de marcar os pontos,1
housewares,Preciso trocar meu produto. Eu quero latas de mantimentos e não latas de condimentos.,1
housewares,"produto como indicado, chegou antes do prazo. ",1
housewares,"A entrega foi bem antes do prazo, o que foi maravilhoso.",1
housewares,"Meu produto chegou bem embalado e antes do prazo, adorei.",1
housewares,"A garrafa é muito pequena, não acredito que tem 1,2 litros conforme mencionada na embalagem e no anúncio.
Não recomendo a compra do produto.",1
housewares,Ótimo,1
housewares,O produto chegou bem antes do prazo e conforme o anúncio.,1
housewares,Cadê a minha torneira?,1
housewares,Boa qualidade e entregue no tempo certo...,1
housewares,o produto ainda não instalei mas a entrega foi super rápido,1
housewares,estou aguardando minha encomenda.,1
housewares,adorei minhas xicaras são grandes de chá e deu para por direitinho...parafusei no armário e ficou tudo organizado...comprem sem medo ...muito util,1
housewares,Năo recomendo. Năo recebi e já está sendo cobrada a parcela na minha fatura de maio,1
housewares,"Não recebi o produto, e o estorno no cartão só foi feito dois meses depois.",1
housewares,Adorei...entrega super rápida...bem antes do prazo determinado.,1
housewares,"Faltou item descrito
Me ligue 34 99978 4951",1
housewares,Muito boa a loja e sincera a negociação.,1
housewares,Obrigado,1
housewares,"Comprei Kit com dez pratos esmaltados , porém quatro pratos vieram amassados.",1
housewares,"Chegou dentro do prazo determinado. 
Não usei o produto ainda, para avaliá-lo.",1
housewares,Quando a venda é efetuada pela própria loja a entrega é mais rápida. Mas chegou no limite.,1
housewares,tudo muito bom,1
housewares,"Só não gostei do prazo para entrega, já ate precisei de outro produto, não comprei por causa disso.",1
housewares,O produto está quebrado,1
housewares,otimo,1
housewares,"Recebi um comunicado que não teria o produto no estoque da loja, foi feito o cancelamento e estou aguardando o estorno do valor pago ",1
housewares,Tudo ok,1
housewares,"o suporte pra grelha é bem mais fino e frágil, a cuba tem várias marcas de solda em diversos pontos o que dá aparência de um produto feito em um ferro velho. ",1
housewares,"Recebi o meu pedido até antes do prazo fixado.
Foi ótimo, pq era um presente, obrigado",1
housewares,Fiz pedido de 6 produtos e só recebi 2.,1
housewares,Produto foi entregue no prazo e de bom qualidade...,1
housewares,Chegou antes do prazo e e linda demais ,1
housewares,Foi entregue super rápido e não tive nenhum problema com o produto,1
housewares,"O produto não chegou até mim, quero cancelar e aguardo o estorno.",1
housewares,muito bom,1
housewares,"Estou muito feliz com a responsabilidade ,pontualidade e seriedade da loja para com seus clientes;",1
housewares,nota 10,1
housewares,"A entrega foi super rápida. Fiz o pedido no dia 27 a noite, recebi o produto no dia 29 na hora do almoço.
Ótimo produto segura bem até as facas maiores, veio muito bem embalado.
Loja está de parabén",1
housewares,Ótimo produto ,1
housewares,Kd o rôdo?,1
housewares,"Estao de parabens, tudo certinho ",1
housewares,Gostei do material bonito e forte recomendo,1
housewares,"sim recebi ate antes do prazo de entrega pessoal muito competente e prestativo recomendo sim,parabens pela equipe.",1
housewares,Ainda não recebi,1
housewares,"Bom atendimento, mercadoria recebida dentro do prazo",1
housewares,"Na verdade, eu fiquei foi surpreso com a rapidez da entrega. Realmente foi muito antes do prazo estipulado.",1
housewares,Produto entregue corretamente no prazo,1
housewares,o produto foi entregue antes do prazo estabelecido .,1
housewares,Meu produto não foi entregue.,1
housewares,JÁ PASSOU DO PRAZO DE ENTREGA.,1
housewares,Produtos entregues bem antes do prazo.,1
housewares,muito bom o atendimento. produto chegou rápido,1
housewares,"Amei a caçarola. Chegou antes do prazo.
Mas devo dizer que comprei uma outra panela e acabei de verificar que a previsão de chegada e para 25 de julho de 2017.
Não foi o que o site combinou.",1
housewares,Pois ate o momento nao fecebi a cacarola os demais itens que adquiri ja chegaram e ela nao. Alguem pode me dizer o motivo. Preciso muito dela....,1
housewares,Confio muito nesta empresa. Agradeço.,1
housewares,Adega veio quebrada e fornecedor não retornou contato! Tive que cancelar o pedido ,1
housewares,gostei muito chegou antes do prazo estabelecido,1
housewares,"Adorei meu kit , foi entregue bem antes da data . chegou em perfeito estado . Super recomendo ",1
housewares,"Solicitei o produto na cor BRANCA e recebi na cor PRETA, portanto em desconformidade com o pedido. Solicito que seja efetuada a troca dentro do prazo da entrega.",1
housewares,Recebi tudo perfeito super indico.,1
housewares,O produto que pedir era no tamanho 30cm e ele veio de 42cm,1
housewares,"Loja entregou o produto antes do prazo, recomendo",1
housewares,muito bom o oroduto,1
housewares,"Produto de ótima qualidade, entrega super rápida, chegou antes do prazo. Estou muito satisfeita. O produto ja está em uso e não apresentou nenhum defeito. Produto e loja recomendadissimos.",1
housewares,A ENTREGA FOI RÁPIDA. A PANELA É DE EXCELENTE QUALIDADE.,1
housewares,Só não foi entregue na minha residência tive q ir buscar nas agências do Correios ,1
housewares,O produto veio em perfeito estado e conforme aparece no site. Veio muito antes do prazo combinado.,1
housewares,"É a segunda vez que compro nessa loja e chegou mto antes do prazo, mto bom mesmo obrigada.",1
housewares,recebi dentro do prazo,1
housewares,"Muito bonito o produto, fiquei satisfeito.",1
housewares,"O produto está de acordo com a propaganda, foi entregue muito bem embalado e no prazo.",1
housewares,Recomendo o produto,1
housewares,"A compra foi de 2 produtos e até o momento apenas 1 dos chegou na minha residencia dia 18/12, estou aguardando um retorno sobre o outro pois na nota fiscal esta constando 2 produtos.",1
housewares,o produto não foi recebido ainda por falta minha.,1
housewares,"TODOS DEVIAM COMPRAR AQUI NO baratheon,AMEI....PARABÉNS!",1
housewares,Não recomendo essa transportadora targaryen eles falaram que vieram entregar aqui em casa um dia após eu ter feito a compra e não vinheram eu mesma tive que retirar no correio no fim do mundo AFF ,1
housewares,"Comprei dois produtoa iguais,só recebi 1.gostaria de saber quando vou receber o outro!!",1
housewares,"Gosto de comprar no baratheon,compro a muito tempo. Quanto ao produto não é bem o que eu esperava, pensei que era melhor.",1
housewares,amei vou comprar um pra minha prima,1
housewares,Bom,1
housewares,NAO GOSTEI POIS PAGUEI FRETE PRA CHEGAR EM CASA E TIVE QUE RETIRAR NOS CORREIOS.NAO SEI QUAL FOI O PROBLEMA POIS NIGUEM ME EXPLICA O MOTIVO FALTA DE RESPEITO TOTAL COM O CLIENTE.DEPOIS PEDE AVALIAÇAO,1
housewares,"o produto veio correto, a barra magnética atendeu minhas expectativas ela gruda bem as facas isso porque minhas facas são grandes, não caem de forma alguma
",1
housewares,Muito bom,1
housewares,"Recomendo! Produto chegou muito bem embalado, do jeito que foi anunciado, perfeito e no prazo!",1
housewares,"Ótimo produto, entrega antes do prazo. Recomendo!",1
housewares,"Sou cliente da stark.
Muito boa a loja.",1
housewares,Entrega no prazo. Como todas as compras que fiz pela lannister.com .,1
housewares,Recomendadissimo,1
housewares,Bons produtos,1
housewares,"Eu compro muito pela net. E este não recebi
",1
housewares,Produto entregue antes do prazo informado.,1
housewares,"Chegou muito, mais muito antes do prazo...",1
housewares,"Recebi o produto antes até do prazo combinado, o tamanho foi correto,´porém não veio o modelo á gás.
",1
housewares,"Estante chegou muito bem embalada e no prazo. Mercadoria conforme anuncio. 
Gostei",1
housewares,"Comprei 4 itens, chegaram 3 em separado e ainda falta um. Quero uma solução!!*",1
housewares,NÃO RECEBI MEUS PRODUTOS,1
housewares,Minha queixa é que o produto chegou com defeito. ,1
housewares,PRODUTO RECEBIDO NO PRAZO,1
housewares,"Chegou bem embalado e bem antes do prazo estipulado!.
Ainda não montamos a fruteira,mas já agradeço pela eficiência.
Grata
Mary",1
housewares,Não foi entregue o relógio.,1
housewares,Muito ruim,1
housewares,"A loja cumpriu com a parte dela,porem o produto não fi entregue pelos correios.fiquei insatisfeita
",1
housewares,Das 6 taças compradas recebi apenas duas. Estou aguardando solução para o recebimento das restantes.,1
housewares,Deu tudo certo,1
housewares,Muito bom! ,1
housewares,Processo de compra tranquilo e eficiente.,1
housewares,Realizamos a compra de 4 lixeiras porque só me entregaram 2?,1
housewares,Um bom produto. ,1
housewares,Não correspondia com a imagem. Deviam colocar o tamanho na descrição,1
housewares,Ótimo produto. O produto chegou intacto. Recomendo esta loja.,1
housewares,garrafa e linda y ven 6copinhos valeu pena chegou antes do prazo previsto ame super recomendo,1
housewares,Produto entregue no prazo combinado..excelente qualidade,1
housewares,"Chegou antes do prazo, produto igual descrição. Lindo !!!",1
housewares,O material do organizador de sapatos muito ruim.,1
housewares,Pedi um cesto marfim e recebi um verde.,1
housewares,"Foi devolvido devido a vizinha não conhecer pelo nome,mas podem voltar que será recebido, pessoal cliente da entrega.obrigada Eunice
",1
